review_id,user,product,rating,comment
34,KH0007,M0000783,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
35,KH0007,M0000334,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
36,KH0007,M0000786,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
37,KH0007,M0000324,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
38,KH0007,M0001043,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
39,KH0007,M0000836,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
40,KH0007,M0001244,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
41,KH0007,M0001223,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
42,KH0007,M0001224,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
43,KH0007,M0000323,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
44,KH0007,M0000634,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
45,KH0007,M0000639,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
46,KH0007,M0000423,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
47,KH0007,M0000008,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
48,KH0007,M0001139,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
49,KH0007,M0001142,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
50,KH0007,M0000637,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
51,KH0007,M0000005,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
52,KH0007,M0000813,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
53,KH0008,M0000196,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
54,KH0008,M0000156,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
55,KH0008,M0000988,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
56,KH0008,M0000326,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
57,KH0008,M0000631,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
58,KH0008,M0000327,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
59,KH0008,M0001228,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
60,KH0009,M0000824,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
61,KH0009,M0000784,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
62,KH0009,M0000429,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
63,KH0009,M0001228,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
64,KH0009,M0000632,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
65,KH0009,M0000255,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
66,KH0009,M0001041,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
67,KH0009,M0000279,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
68,KH0009,M0000460,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
69,KH0009,M0000191,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
70,KH0009,M0001048,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
71,KH0009,M0000329,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
72,KH0009,M0000425,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
73,KH0009,M0000787,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
74,KH0009,M0000840,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
75,KH0009,M0000837,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
76,KH0009,M0000251,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
77,KH0009,M0001147,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
78,KH0009,M0000826,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
79,KH0009,M0001161,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
80,KH0009,M0000329,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
81,KH0009,M0001139,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
82,KH0009,M0000327,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
83,KH0009,M0000002,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
84,KH0009,M0001042,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
85,KH0009,M0000424,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
86,KH0009,M0000425,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
87,KH0009,M0000151,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
88,KH0009,M0000783,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
89,KH0010,M0001142,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
90,KH0010,M0000991,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
91,KH0010,M0001161,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
92,KH0010,M0000833,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
93,KH0010,M0001238,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
94,KH0010,M0001229,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
95,KH0010,M0000321,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
96,KH0010,M0000252,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
97,KH0010,M0000487,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
98,KH0010,M0000247,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
99,KH0010,M0000635,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
100,KH0010,M0001222,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
101,KH0010,M0001041,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
102,KH0010,M0000426,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
103,KH0010,M0001148,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
104,KH0010,M0001224,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
105,KH0010,M0000334,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
106,KH0010,M0000252,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
107,KH0010,M0001145,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
108,KH0010,M0000991,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
109,KH0010,M0001147,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
110,KH0010,M0000335,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
111,KH0010,M0000196,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
112,KH0010,M0000483,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
113,KH0010,M0000008,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
114,KH0010,M0000190,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
115,KH0011,M0000430,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
116,KH0011,M0000008,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
117,KH0011,M0001144,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
118,KH0011,M0000787,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
119,KH0011,M0000789,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
120,KH0011,M0000632,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
121,KH0012,M0000461,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
122,KH0012,M0001146,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
123,KH0012,M0000490,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
124,KH0012,M0000274,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
125,KH0012,M0000272,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
126,KH0012,M0001227,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
127,KH0012,M0001046,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
128,KH0012,M0001160,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
129,KH0012,M0000193,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
130,KH0012,M0000487,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
131,KH0012,M0000273,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
132,KH0012,M0000461,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
133,KH0012,M0001159,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
134,KH0012,M0000279,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
135,KH0012,M0000458,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
136,KH0012,M0001147,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
137,KH0012,M0001144,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
138,KH0012,M0000814,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
139,KH0012,M0000839,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
140,KH0013,M0001157,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
141,KH0013,M0001048,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
142,KH0013,M0000279,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
143,KH0013,M0000322,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
144,KH0013,M0000007,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
145,KH0013,M0001140,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
146,KH0013,M0000004,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
147,KH0013,M0000839,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
148,KH0013,M0000784,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
149,KH0013,M0001228,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
150,KH0013,M0000462,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
151,KH0013,M0000154,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
152,KH0013,M0000815,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
153,KH0013,M0000638,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
154,KH0013,M0000270,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
155,KH0013,M0000250,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
156,KH0013,M0000326,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
157,KH0013,M0000274,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
158,KH0013,M0000990,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
159,KH0013,M0000278,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
160,KH0013,M0000842,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
161,KH0013,M0001227,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
162,KH0013,M0000638,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
163,KH0013,M0001158,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
164,KH0013,M0000327,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
165,KH0013,M0000489,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
166,KH0013,M0000638,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
167,KH0013,M0000841,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
168,KH0013,M0000249,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
169,KH0014,M0000004,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
170,KH0014,M0000324,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
171,KH0014,M0000817,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
172,KH0014,M0000466,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
173,KH0014,M0000276,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
174,KH0014,M0000322,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
175,KH0014,M0000814,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
176,KH0014,M0000431,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
177,KH0014,M0000631,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
178,KH0014,M0001041,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
179,KH0014,M0000274,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
180,KH0014,M0000834,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
181,KH0014,M0000835,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
182,KH0014,M0000330,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
183,KH0014,M0001048,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
184,KH0014,M0000277,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
185,KH0015,M0000824,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
186,KH0015,M0000429,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
187,KH0015,M0001144,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
188,KH0015,M0000187,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
189,KH0015,M0001040,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
190,KH0015,M0000005,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
191,KH0015,M0000839,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
192,KH0015,M0000159,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
193,KH0015,M0000008,1,"Rất thất vọng, sản phẩm không đạt yêu cầu."
194,KH0015,M0000004,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
195,KH0015,M0000278,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
196,KH0015,M0000151,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
197,KH0015,M0000638,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
198,KH0016,M0000430,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
199,KH0016,M0000830,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
200,KH0016,M0001147,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
201,KH0016,M0000809,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
202,KH0016,M0000329,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
203,KH0016,M0000008,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
204,KH0016,M0000425,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
205,KH0016,M0000270,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
206,KH0016,M0000193,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
207,KH0016,M0001046,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
208,KH0016,M0000151,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
209,KH0016,M0001166,3,"Sản phẩm ổn, nhưng không quá ấn tượng."
210,KH0016,M0001158,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
211,KH0016,M0000460,2,"Sản phẩm không như mong đợi, có thể cải thiện nhiều hơn."
212,KH0016,M0000322,5,"Sản phẩm tuyệt vời, tôi rất hài lòng!"
213,KH0016,M0000154,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
214,KH0016,M0001227,4,"Sản phẩm tốt, nhưng có thể cải thiện một số chi tiết nhỏ."
